gene	chr	pos	basemean	log2fc	pvalue	padj
Gene_1991	chr12	116887964	18.8	0.6045	3.029391e-01	6.772333e-02
Gene_5409	chr2	210729480	40.5	0.3722	5.010110e-05	1.064828e-01
Gene_7170	chr18	18319837	21779.8	0.1908	7.326058e-02	7.103084e-03
Gene_6301	chr1	78196676	84.8	-0.2747	2.138816e-04	6.979911e-01
Gene_6702	chr3	91541352	121.9	0.1376	2.584143e-01	3.808406e-02
Gene_0203	chr15	4662609	54.3	0.2457	2.605208e-01	3.779541e-03
Gene_0311	chr16	30310421	43.9	-0.439	1.775466e-03	1.000000e+00
Gene_2269	chr17	61152365	104.4	-0.1617	1.216730e-01	1.000000e+00
Gene_3687	chr1	16324964	148.0	-0.2247	2.654466e-01	1.000000e+00
Gene_5549	chr1	24517133	661.7	-0.0979	9.141686e-02	2.356947e-01
Gene_5676	chr6	156857465	274.5	-0.1872	1.387351e-01	1.000000e+00
Gene_6428	chr9	28944127	23.3	0.5592	1.531119e-03	6.592823e-02
Gene_5511	chr6	51454380	104.4	0.2411	1.042397e-01	1.000000e+00
Gene_3149	chr21	37117502	13.1	-0.3667	1.088232e-01	1.784585e-01
Gene_2434	chr11	93732727	121.6	-0.2302	3.209164e-01	7.611068e-04
Gene_7477	chr17	28117325	1454.2	-0.091	3.333208e-03	3.736946e-04
Gene_5521	chr16	22567154	7405.8	-0.3252	3.960506e-01	1.000000e+00
Gene_1795	chr6	83157045	22.3	0.0282	4.670590e-01	2.343209e-03
Gene_2889	chr1	191257582	922.6	-0.1207	3.292098e-02	9.008154e-02
Gene_2245	chr2	23599377	12.1	0.3514	3.597882e-03	4.619811e-01
Gene_5224	chr16	21170352	49.4	-0.3546	5.542103e-03	1.636937e-03
Gene_6270	chr4	167464780	13.1	0.0835	2.035029e-04	2.496322e-01
Gene_1367	chr7	113532254	412.5	0.3838	2.813309e-02	1.148072e-01
Gene_5087	chr18	20111283	166.7	0.2278	1.642210e-01	1.000000e+00
Gene_1947	chr4	100818944	686.1	-0.1008	3.355104e-01	1.034191e-01
Gene_4256	chr3	19692216	25.6	0.2211	4.514896e-02	6.062981e-02
Gene_2441	chr8	123406832	90.0	-0.097	2.088859e-03	3.582486e-01
Gene_6549	chrX	135347158	618.0	0.5059	1.641394e-01	4.550914e-01
Gene_3497	chr8	25802305	89.7	0.4234	8.914652e-06	6.984465e-01
Gene_0152	chr1	70779878	130.8	0.0578	5.861605e-02	1.015041e-03
Gene_1192	chrX	74925051	324.0	0.1344	1.010119e-02	6.533887e-02
Gene_3889	chr10	73657797	591.1	0.095	2.277731e-02	7.795275e-01
Gene_1513	chr7	89161696	4.9	-0.6134	5.501814e-03	1.049190e-02
Gene_3387	chr7	35572855	40.9	-0.2912	3.093917e-01	2.201864e-01
Gene_3099	chr5	107547081	575.1	-0.2374	6.362206e-02	3.793004e-02
Gene_6233	chr8	56527765	20.1	0.2717	5.443472e-01	2.225059e-01
Gene_7216	chr7	47377998	311.8	-0.1454	1.025967e-01	1.292936e-01
Gene_0378	chrX	10198484	4211.0	-0.7736	1.676641e-01	2.421036e-02
Gene_1974	chr14	93964734	157.1	0.103	1.572097e-01	3.782697e-01
Gene_0813	chr11	79214101	1.5	-0.0586	1.012018e-03	4.210309e-01
Gene_5707	chr19	53176463	44.0	-0.0538	2.071384e-01	2.149203e-04
Gene_2456	chr8	140670730	1090.6	0.1412	7.087883e-03	8.135158e-01
Gene_6689	chr2	155167736	105.0	-0.2675	5.718739e-02	7.134963e-01
Gene_6697	chr14	103464674	416.5	-0.3303	1.581640e-02	7.323719e-01
Gene_6514	chr4	137446064	33.6	0.0654	7.623081e-03	1.000000e+00
Gene_1178	chr13	66761775	4330.6	0.1269	2.367581e-01	4.656753e-01
Gene_0386	chr18	45498678	438.1	-0.078	9.864600e-03	5.708495e-02
Gene_7027	chr12	126182203	1845.7	-0.3688	1.983179e-01	1.205077e-02
Gene_0076	chr10	2402113	147.5	-0.3597	1.061472e-01	1.000000e+00
Gene_2584	chr6	103312063	381.3	-0.4169	2.394801e-01	4.380751e-01
Gene_6972	chr8	32471011	49.7	0.2421	2.698459e-01	1.234825e-01
Gene_3537	chr1	218570357	65.9	0.6799	3.885376e-02	4.020600e-02
Gene_2924	chr8	34914680	37.6	-0.1458	1.073583e-01	3.921126e-01
Gene_1200	chr9	105863192	69.8	-0.068	6.613032e-02	9.149201e-02
Gene_5464	chr21	43016840	901.2	0.1362	7.215136e-01	4.207177e-01
Gene_1670	chr13	80039902	28.7	-0.0643	6.382966e-03	1.547282e-01
Gene_0308	chr16	45460600	102.6	-0.1332	3.804940e-01	1.000000e+00
Gene_5546	chr9	87893964	41.8	0.1808	1.188720e-01	4.294623e-02
Gene_1228	chr5	172698584	540.1	-0.3281	2.505433e-02	2.478522e-01
Gene_1199	chr1	161123439	16104.4	-0.186	3.427096e-02	9.367936e-02
Gene_7849	chrX	82251664	4015.5	3.7901	3.003932e-04	1.000000e+00
Gene_7889	chrX	119781665	5.9	-3.0658	3.957280e-04	4.824305e-01
Gene_0743	chr13	43176589	6.1	-0.4131	7.032461e-03	1.000000e+00
Gene_5071	chr21	33551399	7.1	0.0063	4.612858e-03	9.097449e-03
Gene_5822	chr3	52756168	12.4	0.2473	5.345435e-04	9.701574e-01
Gene_6981	chr6	29072073	65.2	0.1335	5.026768e-02	2.501662e-01
Gene_4122	chr3	146585674	181.7	-0.2134	8.383004e-02	8.147034e-02
Gene_6220	chr4	186624055	20.4	-0.2126	5.470733e-01	8.586527e-01
Gene_4866	chr3	92384054	1133.9	0.1858	1.096675e-02	1.000000e+00
Gene_1635	chr15	39539940	2130.0	-0.2331	8.779397e-03	1.000000e+00
Gene_0904	chr11	71537800	44.2	-0.1769	5.426589e-02	1.904878e-01
Gene_1400	chr6	143827262	76.8	-0.1172	2.235792e-01	2.181634e-01
Gene_1332	chr3	66561173	1007.5	-0.042	2.165331e-01	2.616157e-01
Gene_1945	chr7	10304563	595.5	-0.2406	6.353817e-02	5.744971e-02
Gene_5849	chr5	65936290	6.0	0.2196	6.447624e-03	9.798097e-01
Gene_7834	chr1	45558542	178.4	-3.3767	9.262828e-04	3.152241e-01
Gene_3110	chr5	130138583	387.2	0.0918	4.167457e-01	2.703804e-02
Gene_2357	chr22	9184345	489.3	0.2055	8.071297e-03	3.779540e-02
Gene_4523	chr6	43601012	296.1	0.0574	1.438869e-01	1.000000e+00
Gene_7042	chr4	9670027	303.8	-0.1988	6.059735e-03	3.410593e-02
Gene_2826	chr2	174394972	2142.0	0.4705	5.525230e-02	1.068560e-01
Gene_0992	chr3	62543733	531.7	0.5984	3.176277e-01	3.031617e-01
Gene_2792	chr12	39708041	17.6	-0.2195	1.041252e-01	7.755408e-02
Gene_7979	chr12	96408415	2944.0	-2.4352	5.343462e-04	1.000000e+00
Gene_2449	chr1	110972600	160.6	0.4782	6.337464e-02	1.005270e-01
Gene_2647	chr1	166628666	54.9	-0.0969	1.406069e-01	3.565653e-01
Gene_4608	chr4	29798330	399.6	-0.447	3.286977e-01	2.955542e-01
Gene_1506	chr9	100119004	27.5	-0.4416	1.101076e-01	1.204132e-01
Gene_3500	chr1	217953170	106.8	0.2567	1.885502e-01	2.939550e-01
Gene_2922	chr12	47103046	195.6	-0.3083	2.123952e-03	6.190260e-01
Gene_6851	chr11	6641405	133.0	0.3663	1.501743e-01	4.649439e-02
Gene_0114	chr1	57396307	138.3	0.3337	1.280363e-02	4.059814e-02
Gene_2252	chr10	25866241	1206.0	-0.1596	9.410474e-02	2.692947e-01
Gene_3979	chr4	56906755	493.1	-0.1279	3.780709e-02	9.163913e-03
Gene_6156	chr3	33801401	135.1	-0.1609	2.957510e-03	2.922643e-04
Gene_5321	chr20	49568774	782.7	0.1821	8.143007e-02	1.887496e-01
Gene_7601	chr8	112591821	9107.8	-3.8341	2.219945e-04	1.097695e-01
Gene_7777	chr6	122898438	319.5	4.8135	8.298742e-04	4.080388e-01
Gene_0361	chr8	51190948	132.9	-0.0782	2.096162e-01	1.344608e-01
Gene_7742	chrX	97423314	847.1	-3.8745	4.508567e-04	5.565964e-02
Gene_3948	chr13	8666778	36.3	0.3918	2.113258e-02	3.083300e-01
Gene_4912	chr5	172510868	194.6	-0.0249	1.605194e-01	4.719398e-01
Gene_2119	chr9	48100672	300.8	0.0688	3.031087e-04	1.000000e+00
Gene_0543	chr4	88414247	62.1	-0.0902	2.417386e-03	2.258457e-01
Gene_6180	chr1	231369572	978.7	-0.1535	5.171791e-06	8.391073e-03
Gene_5209	chr12	35381779	535.6	-0.2645	2.027290e-02	8.268904e-01
Gene_7971	chr3	146789164	5.9	-3.1026	3.439432e-04	6.931271e-01
Gene_3911	chrY	9905112	636.5	0.1214	4.044842e-01	2.981776e-01
Gene_7655	chr4	46519130	1759.5	-3.5966	4.479335e-04	1.842789e-03
Gene_3984	chr14	45615113	706.9	0.5867	4.571914e-02	8.649863e-01
Gene_5592	chr2	81110004	37.0	0.2946	5.545401e-03	1.000000e+00
Gene_2944	chr1	212230292	806.9	-0.0896	1.565693e-02	7.651333e-01
Gene_6959	chr2	62253885	198.4	-0.1729	9.940353e-02	2.654805e-05
Gene_4367	chr3	4635074	791.4	0.3257	1.295077e-01	8.290847e-02
Gene_6414	chr7	94657659	627.7	0.0088	5.868171e-02	1.837462e-01
Gene_6569	chr4	171008306	2.3	-0.0997	2.086531e-04	3.795384e-01
Gene_0542	chr1	64634088	1347.1	-0.1281	2.038463e-02	2.236352e-02
Gene_6128	chr4	129175736	93.7	0.0345	1.194518e-01	3.164751e-01
Gene_4340	chr5	107202696	74.7	-0.3219	1.733794e-02	8.471320e-02
Gene_3557	chrX	103038818	54.3	0.078	1.438789e-01	3.329664e-03
Gene_4100	chr22	4498966	27.6	0.0848	6.764170e-02	9.529755e-01
Gene_3325	chr11	92706197	132.3	-0.1698	1.902989e-02	9.619786e-02
Gene_2199	chr2	128754697	10.5	-0.1374	9.701048e-02	7.874566e-02
Gene_5277	chr2	168661458	95.3	-0.3086	3.227541e-02	1.176457e-02
Gene_4264	chrX	128790642	47.1	-0.1229	1.758644e-01	2.361832e-03
Gene_4723	chr1	194259780	252.7	0.1159	9.272090e-03	9.154924e-02
Gene_2518	chr1	95174585	4183.4	0.221	4.060900e-02	2.315530e-01
Gene_4416	chr12	50918104	561.7	-0.1055	2.674451e-01	1.095464e-01
Gene_4041	chr6	141290097	4570.3	0.5	2.789738e-02	2.368637e-01
Gene_0857	chr1	42616001	179.1	0.2496	1.869918e-02	6.008281e-01
Gene_3416	chr14	59462260	308.4	-0.3034	5.671572e-03	5.463468e-01
Gene_5110	chr1	96847963	208.2	0.6695	9.962619e-03	1.782958e-02
Gene_0688	chr19	34872587	285.9	0.4629	3.148161e-01	2.110404e-02
Gene_4893	chr12	32462936	41.7	-0.1512	1.042865e-03	4.195728e-01
Gene_4889	chr12	72469458	3.9	-0.0341	3.202741e-01	9.467640e-02
Gene_0523	chr9	64076531	4.3	0.4555	6.955132e-04	6.174354e-01
Gene_6743	chr21	6541897	13.5	0.1816	1.186751e-01	1.613724e-01
Gene_6478	chr1	124720629	373.5	0.4067	4.473190e-01	1.000000e+00
Gene_5124	chrX	3808103	41.5	0.2302	2.654174e-03	3.830851e-01
Gene_5304	chr22	35648468	30.2	-0.2237	4.709285e-02	1.043980e-01
Gene_0741	chr1	218809148	28.7	0.2417	1.284551e-01	3.301906e-03
Gene_5210	chr21	29343835	67.0	0.4841	8.174881e-04	7.104335e-02
Gene_4099	chr10	103359611	15.0	-0.1392	1.620838e-02	2.735711e-01
Gene_7156	chr22	40794081	2537.9	0.4362	4.367190e-02	6.257641e-01
Gene_6483	chr5	166326015	32.4	-0.3092	1.059565e-01	1.405169e-03
Gene_5628	chr10	122083337	40.2	-0.1674	3.656503e-02	4.504702e-01
Gene_1394	chr5	7971392	364.4	0.1177	1.622830e-01	4.348548e-01
Gene_0232	chr12	28797373	969.3	-0.1137	6.617564e-02	6.046826e-01
Gene_2572	chr3	138816729	79.8	0.1523	6.629148e-03	7.735122e-02
Gene_4874	chr7	147762441	178.1	0.1897	1.001622e-01	1.378140e-02
Gene_1171	chr4	150620404	7695.9	0.0393	5.416051e-01	7.779878e-02
Gene_5672	chr4	91808953	147.0	0.1489	2.244170e-01	9.709298e-01
Gene_2094	chr14	98950043	228.4	0.1829	1.711907e-01	8.169203e-01
Gene_6401	chr9	17593679	112.9	-0.3974	2.885821e-01	5.524840e-02
Gene_4692	chr2	214243468	133.8	0.1499	8.928915e-02	2.216971e-01
Gene_1162	chrX	89451072	47.5	-0.198	6.795824e-03	1.000000e+00
Gene_7606	chr14	65160793	54.8	3.9403	5.622543e-05	3.508845e-01
Gene_2712	chr7	51519996	67.2	0.1447	5.161617e-02	2.885624e-03
Gene_6874	chr7	135894732	97.0	0.0458	1.293054e-03	3.146291e-01
Gene_1273	chr5	87080595	33.9	-0.3943	9.760800e-02	2.633388e-01
Gene_0197	chr2	65135036	361.4	-0.2833	6.391302e-03	3.660292e-03
Gene_1115	chr1	3636403	944.1	0.2293	3.100575e-04	3.796216e-02
Gene_1158	chr2	122848762	4.9	0.3241	1.511522e-01	6.180810e-01
Gene_0582	chr14	22447540	261.6	-0.1009	2.024769e-01	1.882823e-01
Gene_3484	chr2	43671830	36.7	0.4745	1.059293e-01	9.397109e-02
Gene_1440	chr6	41748996	12.2	0.3075	1.840664e-01	2.310147e-01
Gene_5134	chr1	15517415	39.8	-0.1809	3.165308e-01	2.584048e-01
Gene_1229	chr14	73416541	347.5	0.0958	1.675144e-02	6.255368e-02
Gene_3098	chr20	45644885	238.6	-0.2004	2.618499e-02	2.189330e-01
Gene_7434	chr11	129881576	395.9	0.1751	2.444365e-02	9.487371e-01
Gene_4444	chr21	34378786	530.0	-0.1481	1.079639e-03	6.172578e-01
Gene_0916	chr1	96505965	312.6	0.2496	1.169531e-03	1.286215e-01
Gene_5668	chrY	13379029	59.0	-0.0787	3.116754e-03	1.000000e+00
Gene_6850	chr8	93141244	247.9	-0.0151	1.475441e-05	2.128736e-01
Gene_1245	chr15	72352827	151.6	0.0155	3.458934e-02	2.229641e-01
Gene_3543	chr4	62077455	92.7	0.6715	1.767369e-01	2.495251e-01
Gene_5360	chr3	79789589	137.5	-0.3727	2.202886e-02	2.776308e-01
Gene_3127	chr3	128426502	145.4	-0.5352	5.679731e-01	4.243821e-01
Gene_6105	chr16	48739838	289.0	0.0356	9.733510e-02	7.717621e-01
Gene_2701	chr16	6175003	42.3	0.2633	6.382559e-02	6.275242e-01
Gene_6908	chr11	3946493	101.8	-0.4218	2.488746e-01	1.000000e+00
Gene_7083	chr22	39970639	431.8	-0.3388	9.760152e-04	6.032977e-02
Gene_2525	chr2	100017242	317.4	0.0423	1.230168e-02	5.182532e-02
Gene_2854	chr5	66356134	1937.7	-0.04	2.138563e-01	7.740229e-03
Gene_1585	chr4	43266079	786.6	0.0376	1.653197e-02	1.785693e-03
Gene_5413	chr6	118049539	72.9	0.1504	2.278674e-01	2.898964e-02
Gene_5576	chr18	15477849	1519.9	-0.1592	1.677132e-01	2.091762e-03
Gene_6762	chr2	166247732	3.5	-0.3147	2.554056e-01	3.227372e-02
Gene_0765	chr17	36076622	295.2	-0.1206	8.467124e-02	3.624243e-01
Gene_2345	chr12	105274612	54.4	0.2262	2.151808e-01	2.468303e-04
Gene_2870	chr10	100109983	4.8	-0.2898	6.306805e-02	3.395918e-02
Gene_0202	chr14	89555534	16.2	-0.1447	2.068926e-01	7.498017e-01
Gene_2201	chr5	158735013	474.1	-0.3102	2.922414e-01	8.673369e-02
Gene_3354	chr2	13669153	595.9	-0.1302	8.117802e-02	1.000000e+00
Gene_6313	chr17	69155281	750.2	-0.3347	1.017191e-01	6.181031e-01
Gene_6212	chr2	15600020	252.6	0.2161	1.624843e-02	3.065845e-02
Gene_3033	chr4	161612295	141.6	-0.36	2.066697e-01	3.326328e-04
Gene_4370	chr14	10190867	91.7	-0.296	1.158652e-01	1.393487e-01
Gene_3508	chr2	108479881	149.4	-0.0407	1.033557e-01	4.637355e-02
Gene_2412	chr11	60502671	97.6	0.0255	2.143694e-01	1.918460e-02
Gene_5870	chr12	17552345	5969.9	-0.3189	3.465193e-01	2.196578e-01
Gene_4110	chr5	148844578	22.4	0.5726	1.665376e-03	1.251829e-02
Gene_2068	chr1	106654600	8.7	0.1612	4.525586e-02	2.126861e-03
Gene_7556	chr15	76227461	79.7	-0.0891	4.230868e-03	2.835484e-04
Gene_6053	chr10	26718148	121.1	0.2049	1.528459e-01	3.933306e-02
Gene_7997	chr9	69035323	2259.0	-2.4801	8.099421e-05	4.612474e-03
Gene_5023	chr15	33213869	52.5	0.0052	4.611100e-01	5.074533e-01
Gene_3744	chr2	91346597	157.2	-0.0796	2.441183e-01	2.006102e-01
Gene_3311	chr7	96770628	885.7	-0.34	3.627430e-05	2.889152e-01
Gene_7735	chrX	29453249	17.9	4.2092	2.955854e-04	5.500910e-01
Gene_2070	chr10	12002334	338.7	-0.3846	6.814794e-03	7.665845e-02
Gene_6150	chr10	67860112	73.5	-0.2276	1.451970e-02	1.993027e-01
Gene_1894	chr2	163850808	211.5	0.0431	1.221467e-01	4.105853e-02
Gene_5426	chr9	62946682	1544.4	-0.2096	1.366664e-04	1.150723e-01
Gene_6247	chr16	34850614	6.1	0.3377	1.416150e-01	2.130899e-05
Gene_4956	chr19	27754112	194.9	0.0094	2.364662e-02	1.000000e+00
Gene_5702	chr17	56239232	23328.8	0.1308	2.597618e-02	1.141992e-03
Gene_1841	chr16	7708099	636.6	-0.0942	8.953290e-02	2.583757e-01
Gene_0967	chr22	40143514	332.7	0.1625	7.062253e-03	9.297474e-02
Gene_6582	chr2	97569889	589.2	-0.2475	3.737006e-02	1.116879e-01
Gene_7564	chr6	133801180	51.3	0.0347	7.629406e-02	3.252417e-03
Gene_1735	chr4	136004665	889.6	0.3114	1.927680e-02	1.258056e-01
Gene_6009	chrX	76073908	33.6	-0.1281	9.620061e-05	6.593417e-01
Gene_4602	chr10	28725384	36.5	0.1076	2.247519e-04	9.936594e-04
Gene_3995	chr11	123297113	242.5	0.3407	5.627715e-02	7.894546e-01
Gene_4758	chr2	173013049	142.6	-0.2019	1.028422e-02	7.057137e-02
Gene_3271	chr10	27657056	641.3	-0.0326	1.088266e-02	9.041118e-02
Gene_2834	chr15	71168876	51.5	0.1884	3.576574e-03	3.786138e-02
Gene_7785	chr1	244181208	496.9	2.562	5.943144e-04	3.760951e-01
Gene_5781	chr17	4626941	4194.0	-0.0077	2.203231e-04	1.000000e+00
Gene_3742	chr5	84721569	675.1	0.1828	1.838864e-01	8.791413e-01
Gene_1709	chr19	54494868	1397.4	0.4079	1.467797e-02	3.158279e-03
Gene_1956	chr1	162000223	5.4	0.2757	2.026709e-01	6.334056e-03
Gene_5969	chr4	82889150	93.9	0.4445	6.282687e-02	2.412236e-03
Gene_0958	chr16	78157406	2955.3	0.3041	5.762000e-03	5.133214e-01
Gene_1082	chr6	6638112	3821.6	0.4179	5.867874e-02	3.273612e-03
Gene_1133	chr5	86969954	73.6	0.6393	2.649396e-01	9.122278e-02
Gene_3511	chr7	73925739	15.8	0.4308	1.925129e-02	8.063012e-02
Gene_3755	chr19	9013679	3933.4	-0.385	3.275477e-02	4.388211e-02
Gene_7478	chr1	143498250	463.1	-0.1609	1.227086e-02	4.921715e-01
Gene_4309	chr1	24322945	318.3	-0.524	4.773871e-03	1.969159e-05
Gene_0255	chr9	75923189	4.3	0.0493	2.970128e-02	1.963544e-01
Gene_2720	chr1	158489756	50.8	-0.1661	1.297181e-01	8.736315e-02
Gene_6421	chr5	102405248	121.2	-0.0618	7.215911e-02	5.816054e-01
Gene_5607	chr4	9466618	798.8	0.01	5.701197e-04	1.989356e-01
Gene_3122	chr10	86769634	124.7	0.3104	8.609175e-02	5.559076e-01
Gene_3986	chr14	42496657	1158.3	0.2328	8.073276e-03	3.762418e-01
Gene_2767	chr8	125232945	76.2	-0.5027	3.346384e-04	1.981612e-03
Gene_7336	chr20	15301707	28.3	0.0033	4.171502e-02	2.778779e-05
Gene_4240	chr2	76940741	288.7	-0.1968	5.503683e-02	3.741207e-01
Gene_7529	chr16	16874956	3395.1	-0.5459	4.228142e-01	3.480344e-03
Gene_0187	chr5	97621545	19.0	-0.2026	1.953830e-01	3.596110e-03
Gene_6980	chr2	160107109	483.6	0.2134	8.094365e-02	1.725320e-02
Gene_6340	chrX	122686381	7120.2	-0.6228	1.666958e-02	1.192930e-02
Gene_3996	chr2	79982076	251.2	0.0388	3.526800e-02	3.321467e-02
Gene_4548	chr14	99315018	212.2	-0.1088	1.138660e-01	7.653227e-01
Gene_5430	chr14	41697391	14.5	-0.1115	2.986042e-01	6.635116e-01
Gene_1210	chr5	53578446	11.0	0.2931	1.057415e-01	5.683427e-04
Gene_4871	chr2	44009394	5608.7	-0.316	5.647478e-02	1.505512e-01
Gene_0375	chr6	65674459	25.0	-0.0486	1.255313e-01	2.426889e-04
Gene_7485	chr12	73785012	2831.9	-0.0422	1.207691e-01	6.579579e-01
Gene_0178	chr11	87948401	224.3	0.3576	1.034969e-02	4.559525e-01
Gene_4508	chr20	47288399	3.9	0.0006	3.707345e-01	2.462621e-03
Gene_0024	chr15	25092740	285.9	0.2166	5.824033e-02	3.230657e-02
Gene_2814	chr16	78460371	119.6	0.1222	1.856800e-01	1.042562e-02
Gene_1253	chr3	146982317	1685.6	0.0865	7.673868e-02	4.034091e-01
Gene_4199	chr10	11297292	951.0	-0.0586	5.231465e-03	1.954336e-01
Gene_1651	chr22	397047	81.2	0.3768	7.933694e-03	3.547390e-02
Gene_3697	chr13	70298813	109.3	0.0883	2.159901e-02	3.586577e-01
Gene_2601	chr2	121017079	807.5	0.3698	2.443753e-01	2.593968e-01
Gene_5100	chr6	69115321	37.6	-0.0242	1.241411e-01	2.571527e-01
Gene_4719	chr15	70967088	293.9	0.0412	6.512630e-02	7.673356e-03
Gene_5136	chr10	15866876	4504.9	0.2566	1.344041e-01	6.197987e-02
Gene_2405	chr9	101359777	15.1	-0.1179	1.685029e-03	1.612354e-03
Gene_0918	chr17	63352074	4.1	-0.3024	1.972470e-02	3.721816e-01
Gene_1120	chr4	54495675	84.2	0.3048	3.061771e-02	1.356071e-01
Gene_6930	chr13	18501917	27.3	0.1997	2.336960e-03	2.542367e-03
Gene_2053	chr9	130428911	3990.4	0.0814	1.545788e-01	9.931965e-01
Gene_5316	chr11	17974103	26.0	0.2209	1.181168e-01	7.603673e-01
Gene_1866	chr3	30115769	266.6	0.1467	1.294905e-01	6.249918e-03
Gene_0444	chr1	107332142	36.2	0.3022	7.188111e-02	8.155908e-02
Gene_2899	chr2	52787976	529.4	0.0978	1.457375e-01	3.224710e-02
Gene_7741	chrY	20537584	19.0	3.252	8.283534e-04	1.000000e+00
Gene_6720	chr11	65232854	54.5	0.0524	1.204831e-04	2.837714e-02
Gene_3737	chr9	109300697	63.3	-0.344	1.575267e-03	7.468064e-04
Gene_3293	chr1	11333876	2430.0	0.1818	4.013910e-02	3.313803e-01
Gene_4102	chr8	113816847	332.4	0.3968	2.026963e-03	2.853789e-01
Gene_7210	chrX	11129310	29.8	-0.4622	2.430912e-01	9.548876e-02
Gene_0544	chr1	246077380	8.2	-0.0888	7.691386e-02	5.405492e-01
Gene_0272	chr10	73622631	1869.0	-0.1241	3.677458e-01	7.408560e-01
Gene_1187	chr6	8982	484.0	-0.0618	3.013716e-02	3.238670e-03
Gene_7165	chr1	101879693	72.7	-0.2506	1.034652e-01	4.193988e-02
Gene_3278	chr1	496627	10145.0	-0.2368	6.764877e-01	1.000000e+00
Gene_2358	chr12	74955296	244.4	-0.1583	5.953668e-04	6.028629e-01
Gene_3145	chrX	111023348	41.5	-0.2791	1.272898e-01	2.778467e-03
Gene_3386	chr1	60751191	7.5	-0.0854	3.004567e-03	3.434379e-01
Gene_2797	chr13	17504619	75.5	-0.3132	8.874453e-03	4.115305e-01
Gene_4074	chr9	39975605	117.5	-0.0934	2.192978e-02	1.000000e+00
Gene_6364	chr17	14329570	678.1	0.6679	3.391376e-03	4.818154e-02
Gene_5498	chr9	102093208	12.0	-0.3304	1.899716e-01	1.000000e+00
Gene_4811	chr22	28490747	35.1	-0.3164	1.940480e-01	3.108068e-02
Gene_1138	chr21	8058431	356.1	0.2312	6.609510e-02	1.606492e-03
Gene_3536	chrY	17556090	321.0	-0.482	7.676854e-02	2.711616e-01
Gene_2947	chr7	157454257	777.9	0.2875	3.397549e-02	2.540421e-01
Gene_2239	chr6	126561565	196.0	-0.1129	3.985299e-02	9.352005e-02
Gene_3390	chr2	133623941	71.8	-0.2841	3.800949e-04	3.871204e-02
Gene_1716	chr1	206810773	56.5	-0.0937	3.376318e-01	1.116017e-02
Gene_0665	chr10	97707482	166.9	-0.0395	7.271064e-02	1.344013e-01
Gene_7066	chr13	22271864	16.9	0.5113	5.445489e-02	2.676390e-01
Gene_2966	chr9	132018683	334.4	-0.3285	1.170210e-01	4.004860e-01
Gene_0895	chr1	82187044	45.5	0.6455	2.639997e-02	4.758496e-02
Gene_5190	chr17	11043588	28.5	0.451	8.979251e-04	4.111031e-03
Gene_6226	chr3	9826850	653.0	-0.2271	4.999305e-02	1.820546e-03
Gene_3882	chr15	50714743	422.3	0.758	6.803614e-02	1.287274e-01
Gene_0111	chr6	76329914	285.6	-0.0098	8.264140e-04	8.975340e-01
Gene_4498	chr10	132113718	190.8	0.1777	2.330814e-04	1.007358e-01
Gene_0952	chr1	184411636	58.1	0.21	4.222782e-01	6.621816e-02
Gene_6114	chr3	148160408	66.8	-0.2991	8.196107e-02	3.288743e-02
Gene_0980	chr4	167006487	19.2	-0.3587	5.641705e-03	3.007762e-01
Gene_3471	chr7	94144897	32.4	-0.6732	1.629211e-01	2.641606e-02
Gene_3626	chr1	24322405	1063.2	-0.0884	2.063623e-01	4.695805e-03
Gene_1317	chr4	159987699	27.3	0.1453	4.502467e-03	1.631523e-04
Gene_2372	chr10	126336220	1091.9	0.1044	2.882638e-01	3.157003e-03
Gene_3143	chr7	10087913	124.3	-0.3569	4.129555e-03	2.020090e-02
Gene_6176	chr8	116871979	170.4	-0.0837	1.959388e-02	1.284451e-01
Gene_6091	chr12	113742430	286.1	0.647	2.528123e-02	3.640735e-02
Gene_5260	chr1	153539900	94.6	-0.3284	9.659260e-03	8.356638e-01
Gene_7185	chr4	32503124	80.5	0.0522	4.799469e-02	6.030472e-02
Gene_3462	chr8	36063081	134.9	0.342	9.377024e-02	3.180682e-01
Gene_7268	chrX	128643194	193.4	0.2143	5.321500e-03	5.981440e-01
Gene_1046	chr5	35215674	24.8	0.1477	3.138303e-01	1.054709e-01
Gene_6607	chr16	6809369	20.8	0.2961	2.795886e-01	1.098520e-01
Gene_0226	chr2	202529642	568.8	-0.0052	1.241594e-02	5.268958e-01
Gene_2087	chr1	141262887	770.3	0.645	3.989560e-02	1.870206e-04
Gene_0761	chr7	73110692	13521.0	-0.376	4.326996e-02	8.263863e-02
Gene_4079	chr14	87669605	7401.2	-0.0215	2.171188e-01	1.324758e-01
Gene_1754	chr17	19872256	21.7	0.0815	1.418159e-01	1.111775e-01
Gene_3027	chr15	85747672	263.0	0.5746	7.907712e-03	7.117068e-03
Gene_5734	chr9	76441812	6997.6	0.6228	2.587786e-03	2.275674e-01
Gene_2590	chr18	45346775	64.7	-0.1338	1.290233e-02	4.211584e-01
Gene_7522	chr6	64804389	348.8	0.4304	1.013212e-03	7.231727e-01
Gene_2850	chr12	89702353	81.6	-0.157	1.566869e-01	5.902457e-02
Gene_1893	chr15	96116002	10146.3	0.0246	2.143677e-02	1.034756e-03
Gene_0093	chr13	100804223	54.9	-0.021	6.029809e-02	8.484950e-02
